German,French
Wir feiern immer gemeinsam den Geburtstag unserer Kollegin.,Nous célébrons toujours ensemble l'anniversaire de notre collègue.
Die Bibliothek ist montags geschlossen,"La bibliothèque est fermée le lundi,"
"Ein Urlaub am Meer ist genau das, was man manchmal braucht, um sich zu erholen.","Des vacances au bord de la mer, c'est exactement ce dont on a besoin parfois pour se ressourcer."
Unsere Abteilung im Büro ist wie eine zweite Familie für mich.,Notre département au bureau est comme une deuxième famille pour moi.
"Das Studium der Sprachen ist wichtig, um andere Kulturen besser zu verstehen.",L'étude des langues est importante pour mieux comprendre les autres cultures.
Unser Teamarbeit-Projekt war sehr erfolgreich dank unserer guten Zusammenarbeit.,Notre projet de travail d'équipe a été très réussi grâce à notre bonne collaboration.
Und dann war Jenny einmal nicht im Schulbus.,"Et cette fois- là, Jenny n'était pas au bus pour l'école."
"Ich bin dankbar für die Erfahrungen, die ich an der Universität gemacht habe.",Je suis reconnaissant pour les expériences que j'ai vécues à l'université.
"Sie wissen, dass ich in der Partei bin.","Je suis membre du Parti, vous le savez!"
Und du kennst meine Eltern nicht.,Et toi mes parents!
"He, schau mir nicht unter die Dose.","Hey, arrète de regarder ma boite."
Ich studiere an der Universität und habe eine gute Beziehung zu meinen Kommilitonen.,J'étudie à l'université et j'ai une bonne relation avec mes camarades de classe.
Einer von euch muß Batman kennen.,L'un de vous sait qui est Batman.
Mein Kollegen sind alle sehr nett und hilfsbereit.,Mes collègues sont tous très gentils et serviables.
Der Fußball ist ein sehr beliebter Sport in Deutschland und viele Menschen spielen ihn in ihrer Freizeit.,Le football est un sport très populaire en Allemagne et beaucoup de gens le pratiquent pendant leur temps libre.
Die Theateraufführungen in Wien sind weltberühmt und bieten eine hohe Qualität.,Les représentations théâtrales à Vienne sont mondialement célèbres et offrent une qualité élevée.
Meine Familie wohnt in München,"Ma famille habite à Munich,"
Oder ist alles nur eine Frage von Glück?,"Es- tu quelqu'un qui voit des signes, des miracles, ou penses- tu que c'est la chance qui décide?"
"Wir haben uns für eine Reise nach Paris entschieden, um die Stadt der Liebe zu besuchen.",Nous avons décidé de nous rendre à Paris pour visiter la ville de l'amour.
Sie sprechen sehr gut Französisch,"Ils parlent très bien français,"
"Sieh nach, wie tief der Fluss ist.",Va jauger le niveau de la riviere.
Die Angst wurde uns genommen von unseren heldenhaften Soldaten.,Nos peurs ont été dissipées grâce aux efforts de nos soldats.
Ein Wochenendausflug in die Berge kann sehr erholsam sein.,Un week-end dans les montagnes peut être très reposant.
"Die Dinge, die man besitzt, besitzen einen am Ende.",Ce que tu possèdes finit par te posséder.
Unsere Gruppe besteht aus fünf Personen und wir arbeiten alle gut zusammen.,Notre groupe est composé de cinq personnes et nous travaillons toutes bien ensemble.
Die Schlagzeilen - das grösste Polizeikommando in der Geschichte Kaliforniens ist derzeit im Einsatz.,y: i} La plus grande mobilisation policière {y: i} de l'histoire de la Californie {y: i} est en cours.
"Meine Freunde und ich planen, nach unserem Abschluss zusammenzuleben.",Mes amis et moi prévoyons de vivre ensemble après notre diplôme.
"Wir haben ein Projektteam, das aus verschiedenen Abteilungen besteht.",Nous avons une équipe de projet composée de différents départements.
"und dass es mir wirklich sehr Leid tut, wie sich die Dinge entwickelt haben.",Combien je suis désolé de la tournure des évènements.
Die Blumen im Garten sind sehr schön und duften gut,"Les fleurs dans le jardin sont très belles et sentent bon,"
Unsere Freundschaft ist sehr stark und wird nie enden.,Notre amitié est très forte et ne prendra jamais fin.
Das Lesen von Büchern ist eine meiner Hobbys.,La lecture des livres est l'un de mes hobbies.
"Hör mal, gib mir den Goldkurs der Pariser Börse.","Combien cote l'or à la Bourse de Paris, ce matin?"
Während meiner Studienzeit habe ich viel über zwischenmenschliche Beziehungen gelernt.,"Pendant ma période d'étude, j'ai appris muche sur les relations interpersonnelles."
Die Stadt Paris ist bekannt für ihre wunderschönen Sehenswürdigkeiten.,La ville de Paris est connue pour ses merveilleux sites touristiques.
"Radfahren ist ein gesunder Sport, den man jederzeit ausüben kann.",Le cyclisme est un sport sain que l'on peut pratiquer à tout moment.
Mein Chef ist sehr fair und gibt uns gute Ratschläge.,Mon patron est très juste et nous donne de bons conseils.
Ich will nicht als Ausrede gelten!,Je vous sers d'excuse à nouveau.
Die Schule organisiert regelmäßig Ausflüge für die Schüler.,L'école organise régulièrement des sorties pour les élèves.
Ein Studium im Ausland kann sehr bereichernd sein und neue Perspektiven öffnen.,Étudier à l'étranger peut être très enrichissant et ouvrir de nouvelles perspectives.
So was bewegt sich in unseren Kreisen,Cette grâce impose sa loi
"Und für Hermann, den Feldmann, war auch was mit drin",Et un autre pour Hermann
"Herr Direktor, 2 Decken fur Sie.","Monsieur le directeur, prenez 2 couvertures."
"Oh nein, die Marke von deinem Daddy.","L'insigne de ton père, je peux pas."
"Reisen kann sehr teuer sein, aber es lohnt sich immer.","Voyager peut être très coûteux, mais cela vaut toujours la peine."
Die Fernuniversität Hagen bietet flexible Studiengänge für Berufstätige an.,L'université à distance de Hagen propose des cursus flexibles pour les professionnels.
"Der Sportunterricht an der Schule hilft uns, fit zu bleiben.",L'enseignement du sport à l'école nous aide à rester en forme.
Sie sprechen fünf Sprachen fließend,"Elle parle cinq langues couramment,"
Wir organisieren oft Partys und Veranstaltungen für das ganze Uni-Team.,Nous organisons souvent des fêtes et des événements pour toute l'équipe de l'université.
"Ich hoffe, dass ich bald einen Job in meinem gewünschten Bereich finde.",J'espère que je trouverai bientôt un emploi dans mon domaine souhaité.
Meine Tochter möchte gern Ballett tanzen und Klavier spielen.,Ma fille aimerait bien danser le ballet et jouer du piano.
"Wenn du dich beeilst, könnte es in deiner Zukunft eine Prinzessin geben.",Ce qui veut dire que si tu te dépéches il pourrait y avoir une princesse dans ton avenir.
Der Lehrer erklärt die Mathematik-Aufgaben,"L'enseignant explique les exercices de mathématiques,"
"Häng das zur Batman- Ausrüstung, wo es hingehört.","Rangez ça avec le Batcostume, c'est sa place."
So werde ich für meine Sünden bestraft.,"Je suis puni pour mes péchés, c'est ça?"
"An der Universität kann man nicht nur studieren, sondern auch an verschiedenen Veranstaltungen teilnehmen.","À l'université, on peut non seulement étudier mais aussi participer à divers événements."
Ich bin sehr müde und brauche dringend Schlaf,"Je suis très fatigué et j'ai vraiment besoin de dormir,"
"Ich teile mein Zimmer mit meiner besten Freundin, die auch an der Universität studiert.",Je partage ma chambre avec ma meilleure amie qui étudie également à l'université.
Das Internet bietet eine riesige Menge an Informationen und Unterhaltungsmöglichkeiten.,Internet offre une quantité immense d'informations et de possibilités de divertissement.
"Mein Freund hat mich zu einer Party eingeladen, die heute Abend stattfindet.",Mon ami m'a invité à une fête qui aura lieu ce soir.
"Aus Angst, du könntest mir entgleiten",J'ai peur de te voir t'en aller
In dem Restaurant habe ich die Toilette demoliert.,"J'avais bien démoli les toilettes, au restaurant."
Ich höre gerne Musik auf meinem Weg zur Arbeit,"J'aime écouter de la musique pendant mon trajet vers le travail,"
Die Zusammenarbeit zwischen den Abteilungen ist sehr wichtig für den Erfolg.,La collaboration entre les départements est très importante pour la réussite.
Das Wetter ist heute sehr schlecht,"Le temps est très mauvais aujourd'hui,"
Die Musik ist ein wichtiger Teil unserer Kultur und Unterhaltung.,La musique est une partie importante de notre culture et de notre divertissement.
Wir haben am vergangenen Wochenende eine wundervolle Reise nach Italien gemacht,"Nous avons fait un merveilleux voyage en Italie le week-end dernier,"
Wir feiern unsere Erfolge gemeinsam als Team.,Nous célébrons nos succès ensemble en tant qu'équipe.
Meine Familie plant jeden Sommer einen Urlaub am Meer.,Ma famille planifie chaque été des vacances à la mer.
Der Flug nach New York dauert zehn Stunden,"Le vol pour New York dure dix heures,"
"Das war alles, was ich begehrte",Même si tout I'univers imaginait le contraire
Die Atmosphäre im Büro ist sehr angenehm.,L'ambiance au bureau est très agréable.
Die Alpen bieten viele Möglichkeiten für Wintersportler.,Les Alpes offrent de nombreuses possibilités aux amateurs de sports d'hiver.
lch möchte jetzt auch niemanden sehen.,"Certes, j'avoue que je m'eusse passé de visiteurs aujourd'hui."
Das Studium an der Universität kann sehr anspruchsvoll sein.,Les études à l'université peuvent être très exigeantes.
Ich habe mich für einen Studienplatz an der Sorbonne beworben.,J'ai postulé pour une place d'étudiant à la Sorbonne.
Ich bin ein großer Fan von Tennis und schaue mir alle Grand-Slam-Turniere an.,Je suis un grand fan de tennis et regarde tous les tournois du Grand Chelem.
Eine Fahrt mit dem Zug durch die Schweizer Berge ist atemberaubend.,Un voyage en train à travers les montagnes suisses est à couper le souffle.
Das Fernsehen zeigt jede Woche interessante Dokumentationen.,La télévision diffuse chaque semaine des documentaires intéressants.
"Ich hoffe, dass ich bald einen Job in einem großen Unternehmen finde.",J'espère que je trouverai bientôt un emploi dans une grande entreprise.
Mein Chef ist sehr freundlich und unterstützt seine Mitarbeiter.,Mon patron est très aimable et soutient ses employés.
Die Bibliothek der Schule bietet eine große Auswahl an Büchern an.,La bibliothèque de l'école offre un large choix de livres.
Die Stadt Paris ist bekannt für ihre romantische Atmosphäre,"La ville de Paris est connue pour son atmosphère romantique,"
Meine Freunde und ich gehen oft zusammen essen.,Mes amis et moi allons souvent manger ensemble.
Ich bin Zoodirektor und schatze Ihre Hilfsbereitschaft und Kuhnheit.,J´apprécie votre amabilité et votre courage.
"Meine Freunde und ich treffen uns regelmäßig, um über unsere Erlebnisse und Erfahrungen zu sprechen.",Mes amis et moi nous réunissons régulièrement pour parler de nos aventures et expériences.
Wir feiern Weihnachten jedes Jahr bei meiner Familie,"Nous célébrons Noël chaque année chez ma famille,"
Die Stadt ist nachts sehr beleuchtet,"La ville est très éclairée la nuit,"
Wir feiern oft die Geburtstage unserer Kollegen.,Nous célébrons souvent les anniversaires de nos collègues.
Der Ski-Alpinismus ist ein sehr anspruchsvoller Wintersport.,Le ski alpin est un sport d'hiver très exigeant.
"Wir machen oft Pausen zusammen, um uns auszutauschen.",Nous faisons souvent des pauses ensemble pour discuter.
Das Büro ist sehr groß und modern eingerichtet.,Le bureau est très grand et moderne.
"Oh ja, die ist wirklich süß.","Oui, elle est très gentille."
Die Universität organisiert oft Veranstaltungen und Partys für Studenten.,L'université organise souvent des événements et des fêtes pour les étudiants.
"Gott sagte uns, du wirst uns erscheinen.",Dieu nous a averti que tu te manifesterais à nous.
Du hast mich in den Arm genommen.,Tu m'as pris dans tes bras.
Die Stadt Barcelona ist berühmt für ihre beeindruckenden architektonischen Sehenswürdigkeiten.,La ville de Barcelone est célèbre pour ses monuments architecturaux impressionnants.
Ein Besuch in einem Museum kann sehr informativ sein und viel über die Geschichte lehren.,Une visite dans un musée peut être très instructive et enseigner beaucoup sur l'histoire.
Unsere Firma bietet vielen Möglichkeiten zur Weiterbildung und Entwicklung.,Notre entreprise propose de nombreuses opportunités de formation et de développement.
"Anne, erinnerst du dich an die Geschichte von Justus und Pastor?",Te rappelles- tu l'histoire de Justus et Pastor?
"Festhalten, Waldi, wir machen uns auf die Weltraumsocken.","Accroche toi, Barfo, on va faire une trainée spatiale."
Das Büro ist sehr groß und hat viele Abteilungen.,Le bureau est très grand et a plusieurs départements.
Das Fernsehen ist ein beliebter Zeitvertreib und bietet eine Vielzahl von Sendungen.,La télévision est un passe-temps populaire et offre une variété d'émissions.
"Radfahren ist eine gute Möglichkeit, die Natur zu erkunden.",Le cyclisme est un bonne façon d'explorer la nature.
Wir machen einen Ausflug zu meiner Hutte.,On va faire une balade á mon chalet.
Ich habe gestern einen Brief an meinen Freund geschrieben,"J'ai écrit une lettre à mon ami hier,"
"Ich bin sehr dankbar für meine Freunde, die mir immer helfen, wenn ich Probleme habe.",Je suis très reconnaissant envers mes amis qui m'aident toujours lorsque j'ai des problèmes.
Mein Bruder studiert an der Universität und macht einen Abschluss in Ingenieurwesen.,Mon frère étudie à l'université et obtient un diplôme en génie.
"Unsere Gruppe von Freunden trifft sich jeden Donnerstagabend, um gemeinsam zu essen und zu unterhalten.",Notre groupe d'amis se réunit chaque jeudi soir pour manger et se divertir ensemble.
"Die Olympischen Spiele sind ein großes Ereignis, das Menschen aus aller Welt zusammenbringt.",Les jeux olympiques sont un grand événement qui rassemble des gens du monde entier.
"Ich merk schon, was hier abgeht.",J'ai compris...
"Ich bin dankbar für meine Freundschaften und die schönen Erinnerungen, die wir teilen.",Je suis reconnaissant pour mes amitiés et les beaux souvenirs que nous partageons.
Die Schule ist wichtig für die Entwicklung unserer Fähigkeiten.,L'école est importante pour le développement de nos compétences.
Mein Partner unterstützt mich bei meiner Masterarbeit und hilft mir bei der Recherche.,Mon partenaire me soutient dans ma thèse de master et m'aide dans la recherche.
Mein Bruder spielt Fußball,"Mon frère joue au football,"
Unsere Gruppe besteht aus fünf Personen und wir arbeiten alle eng zusammen.,Notre groupe est composé de cinq personnes et nous travaillons tous étroitement ensemble.
Dads bester Freund geht an die Arbeit.,"On va la jouer serrée, comme au cinéma."
"Schwimmen ist ein toller Sport, um fit zu bleiben und Stress abzubauen.",La natation est un excellent sport pour rester en forme et réduire le stress.
Die Vorbereitung auf einen Marathon ist sehr anspruchsvoll und erfordert viel Disziplin.,La préparation pour un marathon est très exigeante et nécessite beaucoup de discipline.
Das Studium an der Universität kann manchmal sehr schwierig sein.,Les études à l'université peuvent parfois être très difficiles.
Ich habe meine grosse Liebe gefunden.,J'ai un amour dans ma vie.
Meine Freunde und ich gehen oft zusammen essen oder ins Kino.,Mes amis et moi allons souvent ensemble manger ou au cinéma.
Meine Kommilitonen sind alle sehr freundlich und helfen einander.,Mes camarades de classe sont tous très aimables et s'entraident.
"Mein bester Freund hat mich dazu ermutigt, ein Studium aufzunehmen.",Mon meilleur ami m'a encouragé à entamer des études.
"Ich bin dankbar für meine Freundschaften, sowohl im Büro als auch an der Universität.","Je suis reconnaissant pour mes amitiés, autant au bureau qu'à l'université."
Der Lehrer half mir bei meiner Masterarbeit und gab mir wertvolle Tipps.,Le professeur m'a aidé avec mon mémoire de master et m'a donné des conseils précieux.
Die Olympischen Spiele sind ein wichtiger Teil der internationalen Sportveranstaltungen.,Les Jeux olympiques sont une partie importante des événements sportifs internationaux.
"y: i} Hier war Troja vor 3. 000 Jahren, {y: i} eine Stadt des Schicksals, {y: i} die den Hellespont beherrschte, {y: i} der heute als die Dardanellen {y: i} bekannt ist.","y: i} Troie dominait l'Hellespont, {y: i} l'actuel détroit des Dardanelles."
"Ein Konzertbesuch ist eine tolle Gelegenheit, live Musik zu hören.",Assister à un concert est une excellente occasion d'écouter de la musique live.
Mein Kollege ist krank und kann nicht zur Arbeit kommen.,Mon collègue est malade et ne peut pas venir travailler.
Die Atmosphäre im Hörsaal ist immer sehr konzentriert und ruhig.,L'atmosphère dans l'amphithéâtre est toujours très concentrée et calme.
"Wir bewachen Sie, wenn Sie schlafen.","On cuisine tes repas, ramasse tes ordures, connecte tes appels, conduit tes ambulances, veille au grain quand tu dors."
"Ich liebe es, am Wochenende mit Freunden auszugehen","J'adore sortir avec des amis le week-end,"
Mein Chef ist sehr zufrieden mit meiner Arbeit.,Mon patron est très satisfait de mon travail.
"Lass mich mit dir gehen, ich kann helfen.","Laisse- moi te suivre, je peux t'aider."
Der Lehrer erklärt die Mathematik-Aufgaben sehr gut,"L'enseignant explique les exercices de mathématiques très bien,"
Die Vorbereitung auf eine Prüfung erfordert viel Disziplin und Geduld.,La préparation à un examen nécessite beaucoup de discipline et de patience.
Ich habe mich immer für das Theater interessiert und war schon in vielen Stücken auf der Bühne.,Je me suis toujours intéressé au théâtre et j'ai déjà joué dans de nombreuses pièces sur scène.
"Die Universität bietet eine Vielzahl von Kursen an, um die Studenten zu unterstützen.",L'université offre une variété de cours pour soutenir les étudiants.
Ich habe meine Schwester gestern besucht,"J'ai visité ma sœur hier,"
Aber ich hab' s nicht geschafft.,Rien n'a marché.
"Eine Fahrradtour durch die Natur ist ein toller Weg, um Stress abzubauen.",Un tour à vélo à travers la nature est un excellent moyen de réduire le stress.
"Skifahren ist ein aufregender Wintersport, den ich jedes Jahr praktiziere.",Le ski est un sport d'hiver excitant que je pratique chaque année.
Eure rechte Hand ist ein zweiköpfiges Ungeheuer!,"C'est un monstre à deux têtes, votre bras droit!"
Die Fernsehsendung über das Reisen durch Asien war sehr interessant und informativ.,L'émission de télévision sur les voyages à travers l'Asie était très intéressante et informative.
"Nein, ich bringe ihn nicht zu einem Verhör her.","Non, je ne le convoquerai pas."
"Ein gutes Buch kann man überall lesen, egal ob zu Hause oder auf Reisen.","Un bon livre peut être lu n'importe où, que ce soit chez soi ou en voyage."
"Die Bildung ist wichtig für die Zukunft unserer Kinder und wir sollten alles tun, um sie zu unterstützen.",L'éducation est importante pour l'avenir de nos enfants et nous devons tout faire pour les soutenir.
Sie ist zu klein für eine Garnison.,C'est un coin sans intérêt stratégique.
Die Balance zwischen Arbeit und Privatleben ist sehr wichtig für mich.,L'équilibre entre travail et vie privée est très important pour moi.
Es gibt nur einen Weg aus diesem Tal.,Y a qu'un moyen de sortir de la vallée:
"Ich würde sagen, bringen Sie Norma Wilcox eine Kopie lhrer Police.",J'aimerais vous conseiller de donner une copie de votre contrat à Norma Wilcox.
Erinnerst du dich an den Plan?,Tu te rappelles le plan?
"Vielleicht wusste er, dass er tot ist.",ll savait qu'il était mort.
da nahm das Biest den Löffel und schlug New York zu Brei.,"Malgré les moyens mis en oeuvre, le cauchemar se poursuit à New York."
Mein Freund ist ein talentierter Musiker und spielt in einer Band.,Mon ami est un musicien talentueux et joue dans un groupe.
Die Schule organisiert jedes Jahr eine Klassenfahrt nach Italien.,L'école organise chaque année un voyage de classe en Italie.
Die Lehrerin erklärt den Stoff sehr klar.,L'enseignante explique la matière de manière très claire.
Die Kinder spielen glücklich im Sandkasten,"Les enfants jouent heureux dans le bac à sable,"
"Der Vorteil eines Studiums ist die Möglichkeit, neue Leute kennenzulernen.",L'avantage d'une étude est la possibilité de rencontrer de nouvelles personnes.
"Ich mag es, wenn ich während einer Reise viele neue Dinge erleben kann.",J'aime quand je peux expérimenter beaucoup de nouvelles choses pendant un voyage.
"Die Olympischen Spiele sind ein großes Ereignis, das ich immer verfolge.",Les Jeux olympiques sont un grand événement que je suis toujours.
"Unsere Professorin gibt uns viel Hausaufgaben, aber das hilft unserem Lernen.","Notre professeure nous donne beaucoup de devoirs, mais cela aide notre apprentissage."
"Ich hoffe, dass ich auch in Zukunft gute Beziehungen zu meinen Freunden und Kollegen pflegen kann.",J'espère que je pourrai également à l'avenir entretenir de bonnes relations avec mes amis et collègues.
Das Büro ist nicht weit von meinem Wohnort entfernt.,Le bureau n'est pas loin de mon lieu de résidence.
"Ich hoffe, dass ich bald genug Geld gespart haben werde, um eine Weltreise zu machen.",J'espère que j'aurai bientôt économisé suffisamment d'argent pour faire un tour du monde.
"Ich träume davon, einmal um die Welt zu reisen und alle Kontinente zu sehen.",Je rêve de voyager autour du monde et de voir tous les continents.
Die Musikindustrie bietet viele Möglichkeiten für junge Talente.,L'industrie musicale offre beaucoup d'opportunités aux jeunes talents.
Die Kommunikation zwischen den Abteilungen im Unternehmen muss verbessert werden.,La communication entre les départements dans l'entreprise doit être améliorée.
Nächste Woche setzen wir 400. 000 $.,"La semaine prochaine, on jouera 400 000 $."
Die Kraeturen sind über neun Fuss gross.,"Ces lézards nouveaux- nés mesurent plus de 2, 70 m."
"Ein Abstecher in die Berge kann sehr erholsam sein und uns helfen, den Alltag zu vergessen.",Une excursion dans les montagnes peut être très reposante et nous aider à oublier la routine quotidienne.
"Meinst du nicht, dass es für so einen Kommentar ein bisschen zu früh ist?",Tu te trouves pas négatif un peu vite?
Mein Vater arbeitet als Ingenieur in einer Firma.,Mon père travaille comme ingénieur dans une entreprise.
Die Beziehungen zwischen den Studenten sind sehr wichtig.,Les relations entre les étudiants sont très importantes.
Mein bester Freund arbeitet im Büro nebenan.,Mon meilleur ami travaille dans le bureau à côté.
Wir haben einen Fußballplatz auf dem Campus.,Nous avons un terrain de football sur le campus.
Die Beziehungen zwischen den Studenten sind sehr wichtig für das Lernen.,Les relations entre les étudiants sont très importantes pour l'apprentissage.
Das Studium an der Universität ist nicht leicht.,Les études à l'université ne sont pas faciles.
Unsere Abteilung besteht aus einer Gruppe von engagierten und motivierten Mitarbeitern.,Notre département se compose d'un groupe d'employés engagés et motivés.
Mein Freund kommt aus Frankreich und spricht Französisch,"Mon ami vient de France et parle français,"
Mein bester Freund hat mich zu einer Party bei sich zu Hause eingeladen.,Mon meilleur ami m'a invité à une fête chez lui.
"Sport hilft uns, gesund zu bleiben und Stress abzubauen.",Le sport nous aide à rester en bonne santé et à réduire le stress.
Vielleicht können wir ja heiße Rezepte aus ihm rausleiern.,Peut être qu'il voudra bien nous faire des fausses ordonnances à son retour.
"lch bin dermaßen nutzlos, dass ich´s nicht mal schaffe, mich umzubringen.",Trop dérisoire pour pouvoir même me tuer.
"Ich bin ein großer Fan des Films ""Der Pianist"".","Je suis un grand fan du film ""Le pianiste""."
"Der ist doch voll krank, Alter.",Mais il a toujours à bouffer.
"Connor auszuschalten, hätte das nicht geändert.",Tuer Connor ne servait plus à rien à ce moment.
"Mein Freund hat mich dazu überredet, ein Semester im Ausland zu verbringen.",Mon ami m'a convaincu de passer un semestre à l'étranger.
Ich gehe jeden Tag spazieren im Park,"Je vais me promener tous les jours dans le parc,"
Du siehst wirklich gut drin aus.,Vraiment.
Eine Fahrt mit dem Zug durch die Schweizer Alpen kann atemberaubend schön sein.,Un voyage en train à travers les Alpes suisses peut être à couper le souffle.
Die Atmosphäre an der Universität ist sehr freundlich.,L'atmosphère à l'université est très accueillante.
"Das Fernsehen bietet eine Vielzahl von Unterhaltungsprogrammen, darunter Filme, Serien und Sportübertragungen.","La télévision offre une variété de programmes de divertissement, notamment des films, des séries et des retransmissions sportives."
Ein gutes Buch kann uns zu neuen Welten und Abenteuern transportieren.,Un bon livre peut nous transporter dans de nouveaux mondes et aventures.
"Ich schätze die Zeit, die ich mit meinen Freunden und Familie verbringen kann.",J'apprécie le temps que je peux passer avec mes amis et ma famille.
"Die Oper ist ein Ort, an dem man klassische Musik genießen kann.",L'opéra est un lieu où l'on peut apprécier la musique classique.
"Der Vortrag war sehr interessant und hat mir geholfen, neue Dinge zu lernen.",La conférence était très intéressante et m'a aidé à apprendre de nouvelles choses.
Die Blumen sind schön und duftend,"Les fleurs sont belles et parfumées,"
Die Universität von Berlin bietet viele interessante Kurse an.,L'université de Berlin propose de nombreux cours intéressants.
Die Schule ist ein wichtiger Teil unseres Lebens und wir sollten sie ernst nehmen.,L'école est une partie importante de notre vie et nous devons la prendre sérieusement.
Die Olympischen Spiele sind ein wichtiges Ereignis für alle Sportbegeisterten.,Les Jeux olympiques sont un événement important pour tous les amateurs de sports.
Die Schule beginnt nächsten Monat wieder,"L'école reprendra next mois,"
Die Kommunikation zwischen den Abteilungen ist entscheidend für den Erfolg unseres Unternehmens.,La communication entre les départements est cruciale pour le succès de notre entreprise.
Mein Freund ist ein großer Fan von Formel-1-Rennen.,Mon ami est un grand fan de courses de Formule 1.
"Die Kombination aus Reisen, Sport und Bildung ist ideal, um ein ausgeglichenes und erfülltes Leben zu führen.","La combinaison de voyages, de sport et d'éducation est idéale pour mener une vie équilibrée et épanouie."
"Ein Konzertbesuch kann sehr aufregend sein und bietet die Gelegenheit, bekannte Künstler live zu sehen.",Une visite de concert peut être très excitant et offre l'occasion de voir des artistes connus en direct.
"Glaubst du, wird so sein, wie man sagt?","A ton avis, ce sera impressionnant?"
Ich danke meiner Familie und meinen Freunden für ihre Unterstützung während meines Studiums.,Je remercie ma famille et mes amis pour leur soutien pendant mes études.
Viele Menschen finden ihre zukünftigen Partner an der Universität.,Beaucoup de gens trouvent leur futur partenaire à l'université.
"Der Professor gibt uns viel Hausaufgaben, aber es lohnt sich.","Le professeur nous donne beaucoup de devoirs, mais cela en vaut la peine."
"Wir haben eine Gruppe von Freunden, die sich jeden Wochenende trifft.",Nous avons un groupe d'amis qui se rencontrent chaque week-end.
Wir haben eine enge Beziehung zu unserem Chef und können ihn jederzeit um Rat fragen.,Nous avons une relation étroite avec notre patron et pouvons lui demander conseil à tout moment.
"Ich besuche regelmäßig das Theater, um mir Stücke anzusehen.",Je vais régulièrement au théâtre pour voir des pièces.
In der Schule lerne ich viel über Geschichte und Geographie.,"À l'école, j'apprends beaucoup sur l'histoire et la géographie."
Mein Bruder studiert Medizin an der Universität von München.,Mon frère étudie la médecine à l'université de Munich.
Aber Faith kam nicht damit klar.,Mais Faith ne pouvait pas s'arrêter.
"Das Theaterstück ""Romeo und Julia"" wird bald aufgeführt.","La pièce de théâtre ""Roméo et Juliette"" sera bientôt jouée."
Meine Kollegen sind alle sehr nett und helfen mir gerne.,Mes collègues sont tous très gentils et m'aident volontiers.
Mein Kollege ist auch ein enger Freund von mir.,Mon collègue est aussi un ami proche à moi.
Der Campus ist sehr groß und schön.,Le campus est très grand et beau.
Reisen per Flugzeug ist schnell und komfortabel.,Voyager en avion est rapide et confortable.
Unser Essen ist seit zwei Monaten geplant.,Ça fait 2 mois que j'attends ce dîner!
Die Schule spielt eine wichtige Rolle bei der Entwicklung junger Menschen.,L'école joue un rôle important dans le développement des jeunes.
Bestimmt bist du in Rattenscheiße getreten.,"Tu fouettes, t'as dû marcher dans une crotte de rat."
Die Universität bietet viele Möglichkeiten für studentische Aktivitäten.,L'université offre de nombreuses opportunités pour les activités étudiantes.
Meine Freunde und ich gehen jeden Freitagabend aus und feiern.,Mes amis et moi sortons chaque vendredi soir et faisons la fête.
Unser Chef ist sehr nett und hilft uns immer weiter.,Notre patron est très gentil et nous aide toujours à avancer.
Die Vorlesungen an der Universität sind sehr interessant und informativ.,Les cours à l'université sont très intéressants et instructifs.
Sie war keins der Rossi- Mädchen!,"Elle travaillait pour Goldstein, pas pour Rossi."
"Majestät, die Stadt ist in Alarmbereitschaft.","Majesté, la ville est en état d'alerte."
"Die Universität bietet viele Möglichkeiten für die Studierenden, sich weiterzubilden und ihre Fähigkeiten zu verbessern.",L'université propose de nombreuses possibilités aux étudiants pour se former davantage et améliorer leurs compétences.
"Nygma- Tech"" bringt Ihnen den Genuß von 3- D Unterhaltung ins Haus!","Avec Nygma Tech, la joie du spectacle 3- D dans votre salon!"
Reisen per Flugzeug ist schnell und bequem.,Voyager en avion est rapide et confortable.
"Der Unterricht ist sehr anspruchsvoll, aber lohnenswert.","L'enseignement est très exigeant, mais gratifiant."
Die Bibliothek bietet Zugang zu einer riesigen Sammlung von Büchern und Zeitschriften.,La bibliothèque propose un accès à une énorme collection de livres et de revues.
"Das Studentenleben ist nicht immer leicht, aber es lohnt sich.","La vie étudiante n'est pas toujours facile, mais ça vaut la peine."
"Das Internet bietet viele Möglichkeiten, sich über verschiedene Themen zu informieren.",Internet offre de nombreuses possibilités pour s'informer sur divers sujets.
Die Bibliothek der Stadt ist ein wichtiger Ort für die Bildung.,La bibliothèque de la ville est un lieu important pour l'éducation.
Wir organisieren oft Partys und Veranstaltungen für das gesamte Uni-Team.,Nous organisons souvent des fêtes et des événements pour toute l'équipe de l'université.
Die Bibliothek der Universität ist ein wichtiger Ort für das Studium und die Forschung.,La bibliothèque de l'université est un lieu important pour les études et la recherche.
"Am Ende zählt nicht nur der Erfolg, sondern auch die Menschen um uns herum.","À la fin, ce ne sont pas seulement les succès qui comptent, mais également les gens autour de nous."
"Eine Reise nach Asien kann sehr aufregend sein, wenn man die lokale Küche probiert.",Un voyage en Asie peut être très excitant lorsqu'on goûte la cuisine locale.
Wir feiern heute Abend den Geburtstag unseres Kollegen.,Nous célébrons ce soir l'anniversaire de notre collègue.
"Nôi, ich zeig dir 'nen Trick, der immer funktioniert.",Tu flashes sur aucune nana?
Die Militärmaschine hatte scheinbar eine brisante Ladung.,sans doute à cause de la cargaison militaire très sensible.
