German,French
Ich habe gestern Abend einen Brief geschrieben,"J'ai écrit une lettre hier soir,"
"Ich bin froh, dass ich mich für dieses Studienfach entschieden habe.",Je suis heureux d'avoir choisi cette filière d'étude.
Das Training für einen Marathon erfordert viel Disziplin und Hartarbeit.,L'entraînement pour un marathon nécessite muche discipline et travail acharné.
Die Kommunikation zwischen den Abteilungen im Unternehmen muss verbessert werden.,La communication entre les départements dans l'entreprise doit être améliorée.
"Ich liebe es, im Sommer zu schwimmen","J'adore nager en été,"
Die Lehrer sind sehr hilfsbereit und unterstützen uns bei unseren Studien.,Les enseignants sont très serviables et nous aident dans nos études.
"Wir haben uns für eine Radtour durch die Alpen entschieden, um die Natur zu genießen.",Nous avons décidé de faire un tour à vélo à travers les Alpes pour profiter de la nature.
"Ich habe vor, nächstes Jahr nach Australien zu reisen und die verschiedenen Städte zu erkunden.",J'ai l'intention de voyager en Australie l'année prochaine et d'explorer les différentes villes.
Der Dozent gibt uns interessante Aufgaben zu lösen.,L'enseignant nous donne des tâches intéressantes à résoudre.
Die Stadt Paris ist bekannt für ihre wunderschönen Museen und Galerien.,La ville de Paris est connue pour ses musées et galeries magnifiques.
Die Schule beginnt um 8 Uhr morgens und endet um 14 Uhr,"L'école commence à 8 heures du matin et se termine à 14 heures,"
Ich bin ein großes Fan von Musikfestivals und besuche sie jedes Jahr.,Je suis un grand fan de festivals de musique et je les visite chaque année.
Ein Konzertbesuch bei einem bekannten Künstler ist oft ein unvergessliches Erlebnis.,Assister à un concert d'un artiste connu est souvent une expérience inoubliable.
Wir haben am vergangenen Wochenende eine wundervolle Reise nach Italien gemacht,"Nous avons fait un merveilleux voyage en Italie le week-end dernier,"
Die Academy Awards sind einer der bedeutendsten Filmpreise der Welt.,Les Oscars sont l'un des prix cinématographiques les plus importants au monde.
"Die Universitätsbibliothek ist mein Lieblingsort, um zu lernen und zu lesen.",La bibliothèque universitaire est mon endroit préféré pour apprendre et lire.
"Der Professor ist sehr streng, aber ich respektiere ihn trotzdem.","Le professeur est très sévère, mais je le respecte malgré tout."
"Meine Freundin hat mir geholfen, meine Masterarbeit zu schreiben.",Ma copine m'a aidé à rédiger ma thèse de master.
"Unsere Abteilung ist wie eine große Familie, wir helfen uns alle gegenseitig.","Notre département est comme une grande famille, nous nous aidons tous mutuellement."
Die Schule bietet viele außerschulische Aktivitäten wie Theater und Musik an.,L'école propose de nombreuses activités extrascolaires comme le théâtre et la musique.
Meine Freundin arbeitet im Büro nebenan.,Mon amie travaille dans le bureau à côté.
Meine Kollegin aus dem Büro ist auch meine beste Freundin.,Ma collègue du bureau est aussi ma meilleure amie.
Ich bin ein großes Fan von Fernsehsendungen und serien.,Je suis un grand fan de télévision et de séries.
Mein Arbeitsplatz ist sehr angenehm und bietet gute Aussichten für die Zukunft.,Mon lieu de travail est très agréable et offre de bonnes perspectives pour l'avenir.
"Ich mag es, ins Kino zu gehen und neueste Filme anzusehen.",J'aime aller au cinéma et regarder les derniers films.
Die Stadt New York ist bekannt für ihre vielfältige Kultur und Unterhaltungsmöglichkeiten.,La ville de New York est connue pour sa culture diverse et ses possibilités de divertissement.
Mein Bruder spielt sehr gut Fußball,"Mon frère joue très bien au football,"
Wir fahren morgen nach Paris,"Nous partons demain pour Paris,"
"Der Professor ist sehr streng, aber fair.","Le professeur est très sévère, mais juste."
Ich wohne in Berlin,"J'habite à Berlin,"
Die Schule organisiert jedes Jahr eine Klassenfahrt nach Italien.,L'école organise chaque année un voyage de classe en Italie.
"Meine Freunde und ich haben eine Gruppe gegründet, um gemeinsam zu lernen.",Mes amis et moi avons formé un groupe pour étudier ensemble.
Wir haben gestern Abend einen Film gesehen,"Nous avons vu un film hier soir,"
"Ich freue mich darauf, bald wieder an der Universität zu sein und meine Freunde zu sehen, nachdem ich einige Zeit im Ausland verbracht habe.","Je me réjouis de retourner bientôt à l'université et de revoir mes amis, après avoir passé quelque temps à l'étranger."
Ich habe gestern Abend getanzt,"J'ai dansé hier soir,"
Ein Auslandsstudium kann sehr bereichernd sein und neue Perspektiven eröffnen.,Un séjour d'études à l'étranger peut être très enrichissant et ouvrir de nouvelles perspectives.
"Mein Lieblingsfilm ist der ""Pianist"" von Roman Polanski.","Mon film préféré est ""Le Pianiste"" de Roman Polanski."
"Ich bin dankbar für meine Freundschaften und die schönen Erinnerungen, die wir teilen.",Je suis reconnaissant pour mes amitiés et les beaux souvenirs que nous partageons.
"Schwimmen ist ein toller Sport, der mir hilft, fit zu bleiben.",La natation est un excellent sport qui m'aide à rester en forme.
"Die Stadt, in der ich wohne, verfügt über viele schöne Parks und Grünflächen.",La ville où j'habite dispose de nombreux parcs et espaces verts magnifiques.
Ich spreche Deutsch und Englisch,"Je parle allemand et anglais,"
Wir haben letztes Jahr eine Reise nach Italien gemacht,"Nous avons fait un voyage en Italie l'an dernier,"
"Das Studium an der Universität ist nicht leicht, aber es lohnt sich auf lange Sicht.","Les études à l'université ne sont pas faciles, mais cela en vaut la peine à long terme."
Wir planen gerade eine Reise mit unseren Freunden für die Semesterferien.,Nous planifions actuellement un voyage avec nos amis pour les vacances semestrielles.
Das Lesen von Büchern ist eine meiner liebsten Freizeitaktivitäten.,La lecture de livres est l'une de mes activités de loisirs favorites.
Die Universität organisiert regelmäßig Veranstaltungen und Workshops für Studenten.,L'université organise régulièrement des événements et des ateliers pour les étudiants.
Ich bin ein großer Fan von deutschen Autos.,Je suis un grand fanatique des voitures allemandes.
"Nach Feierabend treffe ich mich gerne mit Freunden, um entweder Sport zu treiben oder einfach nur zusammenzusitzen und zu reden.","Après le travail, je rencontre volontiers des amis pour faire du sport ou simplement pour rester assis et discuter ensemble."
"Ich bin dankbar für die gute Beziehung, die ich zu meinen Eltern habe, auch wenn ich schon älter bin.","Je suis reconnaissant pour la bonne relation que j'ai avec mes parents, même si je suis déjà plus âgé."
Die Schule beginnt bald wieder nach den Ferien,"L'école va bientôt reprendre après les vacances,"
Ein Besuch im Theater oder im Konzertsaal kann sehr unterhaltsam sein.,Une visite au théâtre ou à la salle de concert peut être très amusante.
"Ich plane, nächstes Jahr an den Olympischen Spielen teilzunehmen und meine Fähigkeiten unter Beweis zu stellen.",Je prévois de participer aux Jeux olympiques l'année prochaine et de prouver mes compétences.
Meine Freundin und ich teilen uns eine Wohnung in der Nähe der Universität.,Ma copine et moi partageons un appartement près de l'université.
Meine Freunde und ich planen eine Reise nach unserem Abschluss.,Mes amis et moi planifions un voyage après notre diplôme.
Das Theaterstück war sehr unterhaltsam.,La pièce de théâtre était très divertissante.
Ein Abend im Theater oder bei einem Konzert ist immer etwas Besonderes.,Un soir au théâtre ou à un concert est toujours quelque chose de spécial.
Das Wetter war gestern schön und sonnig,"La météo était belle et ensoleillée hier,"
"Ich verbringe viel Zeit mit meiner Freundin, wenn wir nicht im Büro sind.",Je passe beaucoup de temps avec ma petite amie quand nous ne sommes pas au bureau.
"Der Tennis ist ein anspruchsvoller Sport, der much Übung erfordert.",Le tennis est un sport exigeant qui nécessite beaucoup d'entraînement.
"Die Universität bietet viele Möglichkeiten für Studenten, sich weiterzubilden und Erfahrungen zu sammeln.",L'université offre de nombreuses opportunités aux étudiants pour se former davantage et acquérir des expériences.
"Ich habe mich für einen Sprachkurs in Spanisch angemeldet, um meine Kenntnisse zu verbessern.",Je me suis inscrit à un cours de langue espagnole pour améliorer mes connaissances.
Mein Kollege aus dem Büro ist auch ein enger Freund von mir.,Mon collègue du bureau est aussi un ami proche à moi.
Ich bin dankbar für meine Freundschaften aus der Uni-Zeit.,Je suis reconnaissant pour mes amitiés de l'époque universitaire.
Die Balance zwischen Arbeit und Privatleben ist sehr wichtig für mich.,L'équilibre entre travail et vie privée est très important pour moi.
Mein Partner und ich haben uns an der Universität kennengelernt.,Mon partenaire et moi nous sommes rencontrés à l'université.
"Ich bin sehr glücklich über meine Entscheidung, an die Universität zu gehen.",Je suis très heureux de ma décision d'aller à l'université.
Die Stadt Paris ist bekannt für ihre schönen Sehenswürdigkeiten und ihr reiches kulturelles Erbe.,La ville de Paris est connue pour ses belles attractions et son riche patrimoine culturel.
"Mein Freund hat mich zu einer Party eingeladen, die heute Abend stattfindet.",Mon ami m'a invité à une fête qui aura lieu ce soir.
"Ich mag es, wenn ich bei einer Fernsehshow live im Studio bin.",J'aime quand je suis en direct dans un studio de télévision pour une émission.
Die Musik ist laut und angenehm,"La musique est forte et agréable,"
"Ein Museumsbesuch ist eine gute Gelegenheit, Geschichte zu lernen.",Une visite à un musée est une bonne occasion d'apprendre l'histoire.
Der Film war sehr aufregend und hatte eine überraschende Wendung.,Le film était très excitant et avait un tournant surprenant.
Ich bin Student an der Universität Berlin,"Je suis étudiant à l'université de Berlin,"
"Ein Auslandsstudium kann eine tolle Gelegenheit sein, um andere Kulturen kennenzulernen.",Un séjour d'études à l'étranger peut être une occasion idéale pour connaître d'autres cultures.
Mein Kollege ist sehr hilfsbereit und gibt mir immer gute Tipps.,Mon collègue est très serviable et me donne toujours des conseils utiles.
"Das Lesen von Büchern über verschiedene Länder hilft mir, meine Kenntnisse über deren Geschichte und Kultur zu erweitern.",La lecture de livres sur différents pays m'aide à élargir mes connaissances sur leur histoire et leur culture.
Der Lehrer erklärt den Schülern die neue Aufgabe.,L'enseignant explique aux élèves le nouveau devoir.
"Der Campus ist sehr groß und bietet viele Einrichtungen wie ein Fitnessstudio, einen Pool und eine Mensa.","Le campus est très grand et offre de nombreux équipements tels qu'une salle de sport, une piscine et une cafétéria."
Die Bibliothek der Universität hat eine riesige Sammlung von Büchern.,La bibliothèque de l'université a une collection énorme de livres.
"Radfahren ist ein gesunder und umweltfreundlicher Weg, um zur Arbeit zu kommen.",Le vélo est un moyen de transport sain et respectueux de l'environnement pour se rendre au travail.
Der Lehrer hat uns heute über die Geschichte von Rom erklärt.,L'enseignant nous a expliqué aujourd'hui l'histoire de Rome.
Die Kommunikation zwischen den Kollegen ist sehr wichtig für die Arbeit.,La communication entre les collègues est très importante pour le travail.
Die Stadt ist sehr groß und belebt.,La ville est très grande et animée.
Das Wetter ist heute nicht sehr gut,"Le temps n'est pas très bon aujourd'hui,"
Sie haben ihre Hausaufgaben gemacht,"Ils ont fait leurs devoirs,"
Skifahren in den Alpen ist ein unvergessliches Erlebnis für jeden Wintersportfan.,Skier dans les Alpes est une expérience inoubliable pour chaque fanatique de sports d'hiver.
Ich spreche drei Sprachen fließend,"Je parle couramment trois langues,"
Meine Mutter kocht jeden Tag ein leckeres Abendessen.,Ma mère cuisine chaque jour un dîner délicieux.
"Ein Theaterbesuch kann sehr unterhaltsam sein, besonders wenn das Stück gut spielt wird.","Une visite au théâtre peut être très divertissante, surtout lorsque la pièce est bien jouée."
Die Olympischen Spiele sind ein wichtiges Ereignis im Sportkalender.,Les Jeux olympiques sont un événement important dans le calendrier sportif.
Die Olympischen Spiele finden alle vier Jahre statt.,Les Jeux olympiques ont lieu tous les quatre ans.
Ein Besuch im Disneyland ist immer ein Highlight meiner Reisen.,Une visite à Disneyland est toujours un moment fort de mes voyages.
Die Katze schläft den ganzen Tag auf dem Sofa.,Le chat dort toute la journée sur le canapé.
Wir haben jeden Freitagabend eine Gruppenveranstaltung mit Freunden aus dem Büro.,Nous avons chaque vendredi soir une rencontre de groupe avec des amis du bureau.
"Die Teamarbeit im Büro ist sehr effektiv und hilft uns, unsere Ziele zu erreichen.",Le travail d'équipe au bureau est très efficace et nous aide à atteindre nos objectifs.
"Ich plane, nächstes Jahr nach Asien zu reisen.",Je prévois de voyager en Asie l'année prochaine.
"Ich plane, nächstes Jahr nach Australien zu reisen und die verschiedenen Städte zu besuchen.",Je prévois de voyager en Australie l'année prochaine et de visiter les différentes villes.
Die Beziehungen zu meinen Kolleginnen und Kollegen sind sehr gut.,Les relations avec mes collègues sont très bonnes.
"Ich bin glücklich, dass ich solche netten Freunde habe, die mich immer unterstützen.",Je suis heureux d'avoir de tels amis charmants qui me soutiennent toujours.
Das Office-Party war sehr lustig und unterhaltsam.,La fête de bureau était très drôle et divertissante.
Die Vorlesungen sind sehr interessant und ich lerne viel.,Les cours sont très intéressants et j'apprends beaucoup.
"Im Büro haben wir regelmäßig Meetings, um unsere Fortschritte zu besprechen.","Au bureau, nous avons régulièrement des réunions pour discuter de nos progrès."
"Meine Freundin hat mich dazu ermutigt, ein Master-Studium aufzunehmen.",Ma copine m'a encouragé à entamer une maîtrise.
Mein Partner arbeitet auch in einem Büro.,Mon partenaire travaille également dans un bureau.
"Ich bin dankbar für die Erfahrungen, die ich an der Universität gemacht habe.",Je suis reconnaissant pour les expériences que j'ai vécues à l'université.
"Skifahren ist ein aufregender Sport, um die Berge zu erkunden.",Le ski est un sport passionnant pour explorer les montagnes.
Ich danke meinen Eltern für ihre Unterstützung während meines gesamten Studiums.,Je remercie mes parents pour leur soutien tout au long de mes études.
Sie spricht fünf Sprachen fließend,"Elle parle couramment cinq langues,"
Wir verbringen unsere freie Zeit oft zusammen mit unseren Kollegen aus dem Büro.,Nous passons souvent notre temps libre ensemble avec nos collègues du bureau.
"Die Universität bietet viele Kurse an, die ich besuchen kann, um meine Kenntnisse zu erweitern.",L'université propose de nombreux cours que je peux suivre pour élargir mes connaissances.
"Radfahren ist ein gesunder und umweltfreundlicher Weg, sich fortzubewegen.",Le cyclisme est un moyen sain et respectueux de l'environnement pour se déplacer.
Mein Freund hat gerade sein Studium abgeschlossen und sucht jetzt nach einem Job.,Mon ami a juste terminé ses études et cherche maintenant un emploi.
"Ein Abonnement für das Fitnessstudio hilft mir, fit zu bleiben.",Un abonnement à la salle de sport m'aide à rester en forme.
"Ich habe Hunger, ich möchte etwas essen","J'ai faim, je voudrais manger quelque chose,"
"Ich schätze die Beziehungen, die ich im Büro aufgebaut habe, sehr hoch ein.",J'apprécie énormément les relations que j'ai construites au bureau.
Die Kommunikation zwischen den Abteilungen im Unternehmen ist wichtig.,La communication entre les départements dans l'entreprise est importante.
Die Vorlesungen sind immer sehr gut vorbereitet und interessant.,Les cours sont toujours très bien préparés et intéressants.
Skifahren ist einer meiner Lieblingssporte und ich gehe jeden Winter auf die Piste.,Le ski est l'un de mes sports préférés et je vais sur les pistes chaque hiver.
Ich habe einen Hund namens Max,"J'ai un chien qui s'appelle Max,"
"Ich freue mich darauf, neue Leute auf dem Campus kennenzulernen.",Je me réjouis de rencontrer de nouvelles personnes sur le campus.
Unser Professor gibt uns immer gute Ratschläge und Tipps.,Notre professeur nous donne toujours de bons conseils et astuces.
"Ein Konzertbesuch ist eine tolle Gelegenheit, live Musik zu hören.",Assister à un concert est une excellente occasion d'écouter de la musique live.
"Ich hoffe, dass ich bald einen Job in einem großen Unternehmen finden werde.",J'espère que je trouverai bientôt un emploi dans une grande entreprise.
Der Tennis-Sport erfordert viel Geschicklichkeit und Übung.,Le sport de tennis nécessite beaucoup d'habileté et de pratique.
"Wir machen oft Pause together, um über unsere Projekte zu sprechen.",Nous faisons souvent une pause ensemble pour parler de nos projets.
Ich bin gerade von einer Reise nach Paris zurückgekehrt und habe viele schöne Erinnerungen.,Je suis juste rentré d'un voyage à Paris et j'ai beaucoup de souvenirs agréables.
"Radfahren ist nicht nur gesund, sondern auch eine gute Möglichkeit, die Stadt zu erkunden.","Faire du vélo n'est pas seulement sain, mais c'est également un excellent moyen d'explorer la ville."
Die Stadt Wien ist bekannt für ihre schöne Architektur.,La ville de Vienne est connue pour son belle architecture.
Ich liebe die Musik von Beethoven,"J'adore la musique de Beethoven,"
"Schwimmen ist ein toller Sport, um fit zu bleiben und Stress abzubauen.",La natation est un excellent sport pour rester en forme et réduire le stress.
"Skifahren ist ein toller WinterSport, der viel Spaß macht.",Le ski est un excellent sport d'hiver qui procure beaucoup de plaisir.
Die Schule organisiert regelmäßig Ausflüge und Exkursionen für ihre Schüler.,L'école organise régulièrement des sorties et des excursions pour ses élèves.
Ich interessiere mich sehr für Geschichte und besuche oft Museen und historische Stätten.,Je m'intéresse beaucoup à l'histoire et je visite souvent des musées et des sites historiques.
Die Beziehungen zwischen den Studenten sind sehr wichtig für das akademische Leben.,Les relations entre les étudiants sont très importantes pour la vie académique.
"Die Liebe kann überall gefunden werden, sogar im Büro.","L'amour peut être trouvé n'importe où, même au bureau."
Wir machen oft Gruppenarbeiten mit anderen Studenten aus verschiedenen Kursen.,Nous faisons souvent des travaux de groupe avec d'autres étudiants de différents cours.
Die Zusammenarbeit mit meinen Kollegen ist sehr erfreulich und konstruktiv.,La collaboration avec mes collègues est très agréable et constructive.
Wir feiern den Geburtstag unseres Kollegen heute Abend.,Nous célébrons l'anniversaire de notre collègue ce soir.
Die Atmosphäre auf dem Campus ist sehr angenehm und entspannt.,L'atmosphère sur le campus est très agréable et détendue.
Die Stadt ist sehr groß und schön,"La ville est très grande et belle,"
Meine Beziehungen zu meinen Freunden sind mir sehr wichtig.,Mes relations avec mes amis sont très importantes pour moi.
Die Prüfungen sind sehr wichtig für unser Studium.,Les examens sont très importants pour nos études.
Ich bin müde und möchte schlafen,Je suis fatigué et je veux dormir
Der Film war sehr spannend und hatte eine überraschende Wendung.,Le film était très captivant et avait une fin inattendue.
Die Atmosphäre im Büro ist sehr entspannt und angenehm.,L'atmosphère du bureau est très détendue et agréable.
"Die Schule ist nicht nur ein Ort zum Lernen, sondern auch zum Sozialieren.","L'école n'est pas seulement un endroit pour apprendre, mais également pour socialiser."
"Wir haben eine Gruppe von Freunden, die sich jeden Donnerstagabend trifft, um zusammen zu essen und zu reden.",Nous avons un groupe d'amis qui se rencontrent tous les jeudis soir pour manger et discuter ensemble.
"Ich liebe es, am Strand zu entspannen","J'aime me détendre sur la plage,"
"Ein Wochenende in London kann sehr entspannend sein, wenn man durch die Parks spazieren geht.",Un week-end à Londres peut être très relaxant si l'on se promène dans les parcs.
Die Universität organisiert regelmäßig Veranstaltungen und Konzerte für die Studenten.,L'université organise régulièrement des événements et des concerts pour les étudiants.
"Ich hoffe, dass ich bald die Gelegenheit haben werde, an einem Marathon teilzunehmen und meine körperliche Fitness zu testen.",J'espère que j'aurai bientôt l'occasion de participer à un marathon et de tester ma condition physique.
Der Hund läuft schnell durch den Park,"Le chien court vite dans le parc,"
Eine Reise um die Welt wäre mein größter Traum.,Un voyage autour du monde serait mon plus grand rêve.
Die Blumen sind sehr bunt und duften gut,"Les fleurs sont très colorées et sentent bon,"
Ein Besuch im Museum kann sehr lehrreich sein und unsere Kenntnisse erweitern.,Une visite au musée peut être très instructive et élargir nos connaissances.
"Es ist wichtig, ein gutes Verhältnis zu seinen Kollegen im Büro zu pflegen.",Il est important de maintenir de bonnes relations avec ses collègues de bureau.
Mein Bruder ist sehr gut im Tennis.,Mon frère est très doué pour le tennis.
"Nachdem ich mein Studium abgeschlossen hatte, bekam ich sofort eine Stelle in einem guten Unternehmen angeboten.","Après avoir terminé mes études, j'ai immédiatement reçu une offre d'emploi dans une bonne entreprise."
Wir haben eine Gruppenarbeit für das Seminar vorbereitet.,Nous avons préparé un travail de groupe pour le séminaire.
Mein Freund ist ein talentierter Basketballspieler und trainiert jeden Tag.,Mon ami est un basketteur talentueux et s'entraîne tous les jours.
"Ich schätze die Zeit, die ich mit meiner Familie und meinen Freunden verbringe.",J'apprécie le temps que je passe avec ma famille et mes amis.
"Sportliche Aktivitäten wie Joggen oder Radfahren sind großartig, um sich fit zu halten.",Les activités sportives comme la course à pied ou le cyclisme sont excellentes pour rester en forme.
Ich habe einen kleinen Hund namens Max,"J'ai un petit chien nommé Max,"
Wir machen oft gemeinsam Pause im Bürokaffee.,Nous faisons souvent pause ensemble au café du bureau.
"Wir haben eine Gruppe von Freunden, die sich regelmäßig trifft, um über unsere Projekte zu sprechen.",Nous avons un groupe d'amis qui se réunit régulièrement pour discuter de nos projets.
"Die Universitätsbibliothek ist mein Lieblingsort, ich kann dort stundenlang lesen.","La bibliothèque universitaire est mon endroit préféré, je peux y lire des heures durant."
Ich habe viele Freunde in der Schule,"J'ai beaucoup d'amis à l'école,"
Die Beziehungen zwischen den Studenten an der Universität sind sehr gut und freundschaftlich.,Les relations entre les étudiants à l'université sont très bonnes et amicales.
Das Büro ist nicht weit von meinem Wohnort entfernt.,Le bureau n'est pas loin de mon lieu de résidence.
"Die Universität bietet viele Möglichkeiten für Studenten, sich weiterzubilden.",L'université offre de nombreuses possibilités aux étudiants pour poursuivre leurs études.
"Ich gehe gerne ins Kino, um mich zu entspannen und einen guten Film anzusehen.",J'aime aller au cinéma pour me détendre et voir un bon film.
"Ich bin glücklich, dass ich solche netten Kollegen im Büro habe.",Je suis heureux d'avoir des collègues si gentils au bureau.
Mein Bruder studiert an der Universität Medizin,"Mon frère étudie la médecine à l'université,"
Mein Bruder spielt gerne Fußball mit seinen Freunden,"Mon frère joue volontiers au football avec ses amis,"
Die Atmosphäre auf dem Campus ist sehr freundlich und entspannt.,L'atmosphère sur le campus est très accueillante et détendue.
"Wir haben eine Gruppe von Freunden, die sich jeden Tag im Café treffen.",Nous avons un groupe d'amis qui se rencontrent chaque jour au café.
"Ich hoffe, dass ich bald einen Job finde.",J'espère que je trouverai bientôt un emploi.
Meine Kommilitonen sind alle sehr nett und unterstützend.,Mes camarades de classe sont tous très gentils et soutenants.
Meine Schwester trainiert hart für den Marathon und wird bald ihr erstes Rennen laufen.,Ma sœur s'entraîne dur pour le marathon et va bientôt courir sa première course.
"Basketball ist ein schneller und actionreicher Sport, der viel Geschicklichkeit und Strategie erfordert.",Le basket-ball est un sport rapide et rempli d'action qui nécessite beaucoup d'habileté et de stratégie.
"Das Studium an der Universität kann sehr anspruchsvoll sein, aber es zahlt sich aus.","Les études à l'université peuvent être très exigeantes, mais elles valent la peine."
Der Fußball ist mein Lieblingssport und ich spiele ihn jeden Sonntag.,Le football est mon sport préféré et je le joue tous les dimanches.
Die Beziehungen zwischen den Studenten sind sehr wichtig für das Wohlbefinden an der Universität.,Les relations entre les étudiants sont très importantes pour le bien-être à l'université.
Ich bin dankbar für meine Beziehungen zu meinen Freunden und meiner Familie.,Je suis reconnaissant pour mes relations avec mes amis et ma famille.
Mein Onkel ist ein bekannter Schauspieler und hat in vielen Filmen mitgewirkt.,Mon oncle est un acteur célèbre et a joué dans de nombreux films.
"Ich hoffe, dass ich nach meinem Abschluss eine gute Stelle in unserem Unternehmen finden werde.",J'espère que je trouverai un bon poste dans notre entreprise après avoir obtenu mon diplôme.
"Die Universität bietet eine Vielzahl von Kursen an, um die Studenten zu unterstützen.",L'université offre une variété de cours pour soutenir les étudiants.
Unser Team im Büro besteht aus sehr unterschiedlichen Persönlichkeiten.,Notre équipe au bureau est composée de personnalités très différentes.
"Mein Lieblingssport ist Basketball, weil es sehr spannend ist.","Mon sport préféré est le basket-ball, car c'est très excitant."
Meine Kolleginnen sind alle sehr freundlich und helfen mir bei meiner Arbeit.,Mes collègues sont toutes très aimables et m'aident dans mon travail.
Wir feiern heute Abend den Geburtstag unseres Kollegen.,Nous célébrons ce soir l'anniversaire de notre collègue.
Mein Kollegen sind alle sehr nett und hilfsbereit.,Mes collègues sont tous très gentils et serviables.
Das Fernsehen bietet eine Vielzahl von Sendungen und Filmen an.,La télévision offre une variété d'émissions et de films.
"Unsere Gruppe besteht aus fünf Freunden, die alle unterschiedliche Fächer studieren.",Notre groupe se compose de cinq amis qui étudient tous des matières différentes.
Die Stadt Paris ist bekannt für ihre schönen Museen und Galerien.,La ville de Paris est connue pour ses beaux musées et galeries.
"Das Tanzen ist ein schöner Weg, um sich auszudrücken.",La danse est un beau moyen d'expression.
Das Leben als Student kann manchmal sehr stressig sein.,La vie d'étudiant peut parfois être très stressante.
"Als Student war es nicht leicht, aber die Erfahrung hat mich stark verbessert.","En tant qu'étudiant, ce n'était pas facile, mais l'expérience m'a considérablement amélioré."
"Ich trainiere regelmäßig für den Marathon, den ich nächstes Jahr laufen werde.",Je m'entraîne régulièrement pour le marathon que je courrai l'an prochain.
Das Theaterstück war gestern Abend sehr unterhaltsam.,La pièce de théâtre était très divertissante hier soir.
Ich treibe gerne Radfahren und Schwimmen als Freizeitsport.,J'aime pratiquer le cyclisme et la natation comme sports de loisirs.
Ich wohne in einer kleinen Stadt in Deutschland,"J'habite dans une petite ville en Allemagne,"
"Die Schule bietet viele Möglichkeiten, sich weiterzubilden und neue Fähigkeiten zu erlernen.",L'école offre de nombreuses opportunités de se former davantage et d'apprendre de nouvelles compétences.
Wir gehen nächste Woche an den Strand,"Nous allons à la plage la semaine prochaine,"
Ein Besuch in einem neuen Land kann unsere Perspektive erweitern.,Visiter un nouveau pays peut élargir notre perspective.
"Es gibt viele Möglichkeiten, neue Leute auf dem Campus kennenzulernen.",Il y a beaucoup d'occasions pour rencontrer de nouvelles personnes sur le campus.
Meine Beziehung zu meinem Partner ist sehr stark und liebevoll.,Ma relation avec mon partenaire est très forte et aimante.
Ich bin sehr müde nach einem langen Tag,"Je suis très fatigué après une longue journée,"
"Meine Freundin hat mich dazu gebracht, mehr über meine Fähigkeiten nachzudenken.",Ma copine m'a poussé à réfléchir davantage sur mes compétences.
"Ich plane, nächstes Jahr nach Südamerika zu reisen, um die Natur und Kultur zu erleben.",Je prévois de voyager en Amérique du Sud l'année prochaine pour expérimenter la nature et la culture.
"Eine gute Ausbildung ist essentiell, um erfolgreich in unserem Beruf zu sein.",Une bonne éducation est essentielle pour réussir dans notre profession.
Ich bin sehr interessiert an Geschichte und besuche oft Museen.,Je suis très intéressé par l'histoire et je visite souvent les musées.
Ich trinke jeden Morgen eine Tasse Kaffee,"Je bois chaque matin une tasse de café,"
Meine Freunde und ich planen einen Ausflug nach unserem Abschluss.,Mes amis et moi planifions un voyage après notre diplôme.
Die Schule bietet viele verschiedene Kurse und Aktivitäten an.,L'école propose de nombreux cours et activités différents.
Die Bibliothek der Universität ist sehr groß und bietet viele Ressourcen.,La bibliothèque de l'université est très grande et offre de nombreuses ressources.
Wir haben uns gestern Abend mit unseren Kollegen getroffen.,Nous nous sommes rencontrés hier soir avec nos collègues.
Ich freue mich auf den Urlaub,"Je me réjouis des vacances,"
Ich bin ein großer Fan von Musikfestivals und besuche jedes Jahr einige Veranstaltungen.,Je suis un grand fan des festivals de musique et je visite chaque année quelques événements.
"Die Olympischen Spiele sind eine großartige Gelegenheit, verschiedene Sportarten auszuprobieren.",Les Jeux olympiques sont une excellente occasion d'essayer différents sports.
Das Konzert gestern Abend war einfach fantastisch!,Le concert de hier soir était simplement fantastique !
Das Wetter ist heute sehr schlecht,"Le temps est très mauvais aujourd'hui,"
Die Universität bietet vielen Studenten eine Vielzahl von Studienfächern.,L'université propose à de nombreux étudiants une variété de matières d'étude.
Wir essen heute Abend in einem neuen Restaurant,Nous allons diner ce soir dans un nouveau restaurant
Ein Urlaub auf einer einsamen Insel kann sehr erholsam sein.,Des vacances sur une île déserte peuvent être très reposantes.
Wir haben einen Fußballplatz auf dem Campus.,Nous avons un terrain de football sur le campus.
"Es ist wichtig, eine gute Work-Life-Balance zu finden.",Il est important de trouver un bon équilibre entre vie professionnelle et personnelle.
"Skifahren ist ein toller Sport, den man im Winter ausüben kann.",Le ski est un excellent sport que l'on peut pratiquer en hiver.
"Ich schätze die Beziehungen, die ich während meines Studiums aufgebaut habe.",J'apprécie les relations que j'ai construites pendant mes études.
"Das Lesen von Büchern ist eine großartige Methode, um neue Dinge zu lernen.",La lecture de livres est un excellent moyen d'apprendre de nouvelles choses.
Durch regelmäßige Meetings bleiben wir im Büro immer auf dem gleichen Stand.,"Grâce à des réunions régulières, nous restons toujours au même niveau au bureau."
"In unserem Büro arbeiten viele verschiedene Menschen zusammen, was sehr bereichernd ist.","Dans notre bureau, de nombreuses personnes différentes travaillent ensemble, ce qui est très enrichissant."
Ich esse gerne italienisches Essen,"J'aime manger de la cuisine italienne,"
